broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,keywords,text
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,3,卷一·天咫,三校,V03-P035,祥瑞灾异,异、水,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
天文地理,天文地理,天象,天象,3,卷一·天咫,三校,V03-P035,天象,日、月,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
超自然力量,超自然力量,灵异物件,灵异物件,3,卷一·天咫,三校,V03-P035,灵异物件,异、珍,永贞年，东市百姓王布，知书，藏镪千万，商旅多宾之。有女年十四五，艳丽聪晤，鼻两孔各垂息肉，如皂荚子，其根如麻线，长寸许，触之痛入心髓。其父破钱数百万治之，不差。……
天文地理,天文地理,天象,天象,3,卷一·天咫,三校,V03-P036,天象,月,长庆中，有人玩八月十五夜，月光属于林中如疋布。其人寻视之，见一金背虾蟆，疑是月中者。工部员外郎周封尝说此事，忘人姓名。
饮食医药,饮食医药,医术药理,医术药理,3,卷一·天咫,三校,V03-P037,医术药理,丸、疾、方,大和中，郑仁本表弟，不记姓名，常与王秀才游嵩山，扪萝越涧，境极幽后，遂迷归路。将暮，不知所之。徙倚间，忽觉丛中鼾睡声，披榛窥之，见人布衣，甚洁白，枕幞物，方眠熟……
天文地理,天文地理,天象,天象,3,卷一·天咫,三校,V03-P037,天象,日、月,大和中，郑仁本表弟，不记姓名，常与王秀才游嵩山，扪萝越涧，境极幽后，遂迷归路。将暮，不知所之。徙倚间，忽觉丛中鼾睡声，披榛窥之，见人布衣，甚洁白，枕幞物，方眠熟……
天文地理,天文地理,地理山水,地理山水,3,卷一·天咫,三校,V03-P037,地理山水,山、涧,大和中，郑仁本表弟，不记姓名，常与王秀才游嵩山，扪萝越涧，境极幽后，遂迷归路。将暮，不知所之。徙倚间，忽觉丛中鼾睡声，披榛窥之，见人布衣，甚洁白，枕幞物，方眠熟……
人物政事,人物政事,帝王,帝王,4,卷二·玉格,三校,V04-P038,帝王,帝、上,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
鬼怪妖魅,鬼怪妖魅,鬼,鬼,4,卷二·玉格,三校,V04-P038,鬼,鬼、鬼官、鬼魅,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,4,卷二·玉格,三校,V04-P038,宫殿城楼,宫、城、门、苑,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
器物技艺,器物技艺,衣饰,衣饰,4,卷二·玉格,三校,V04-P038,衣饰,带、罗,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
佛道宗教,佛道宗教,佛法,佛法,4,卷二·玉格,三校,V04-P038,佛法,释、梵,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
佛道宗教,佛道宗教,道法,道法,4,卷二·玉格,三校,V04-P038,道法,道、丹,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
饮食医药,饮食医药,医术药理,医术药理,4,卷二·玉格,三校,V04-P038,医术药理,丹、治、方,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
梦兆占卜,梦兆占卜,占卜预言,占卜预言,4,卷二·玉格,三校,V04-P038,占卜预言,相、推、命,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
天文地理,天文地理,天象,天象,4,卷二·玉格,三校,V04-P038,天象,辰、云、蚀,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P038,地理山水,山、井、河、洞,道列三界诸天，数与释氏同，但名别耳。三界外曰四人境，谓常融、玉垄梵度、覆奕四天也。四人天外曰三清，大赤、禹余、清微也。三清上曰大罗，又有九天波利等九名。天圆十二……
植物,植物,果蔬,果蔬,4,卷二·玉格,三校,V04-P039,果蔬,稻、石榴,酆都稻名重思，其米如石榴子，粒稍大，味如菱。杜琼作《重思赋》曰：「霏霏春暮，翠矣重思。云气交被，嘉谷应时。」
人物政事,人物政事,帝王,帝王,4,卷二·玉格,三校,V04-P040,帝王,帝、上,夏启为东明公，文王为西明公，邵公为南明公，季札为北明公，四时主四方鬼。至忠至孝之人，命终皆为地下主者，百四十年乃授下仙之教，授以大道。有上圣之德，命终受三官书，……
梦兆占卜,梦兆占卜,占卜预言,占卜预言,4,卷二·玉格,三校,V04-P040,占卜预言,相、易、命,夏启为东明公，文王为西明公，邵公为南明公，季札为北明公，四时主四方鬼。至忠至孝之人，命终皆为地下主者，百四十年乃授下仙之教，授以大道。有上圣之德，命终受三官书，……
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P041,地理山水,泉、河,炎帝甲为北太帝君，主天下鬼神。三元品式、明真科、九幽章，皆律也。连苑、曲泉、泰煞、九幽、云夜、九都、三灵、万掠、四极、九科，皆治所也。三十六狱，流沙赤等号溟氵零……
天文地理,天文地理,天象,天象,4,卷二·玉格,三校,V04-P042,天象,风、电,罪簿有黑、绿、白簿，赤丹编简。刑有搪蒙山石、副太山搪夜山石、寒河源及西津水寘、东海风刀、电风、积夜河。
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P042,地理山水,山、水、河、海,罪簿有黑、绿、白簿，赤丹编简。刑有搪蒙山石、副太山搪夜山石、寒河源及西津水寘、东海风刀、电风、积夜河。
鬼怪妖魅,鬼怪妖魅,鬼,鬼,4,卷二·玉格,三校,V04-P043,鬼,鬼、鬼官,鬼官有七十五品。仙位有九太帝，二十七天君，一千二百仙官，二万四千灵司，三十二司命，三品、九品、七城。九阶二十七位，七十二万之次第也。
人物政事,人物政事,道士方士,道士方士,4,卷二·玉格,三校,V04-P044,道士方士,道、先生,老君西越流沙，历八十一国。乌弋、身毒为浮屠，化被三千国，有九万品戒经，汉所获大月支《复位经》是也。孔子为元宫仙，佛为三十三天仙。延宾官主所为道，在竺乾。有古先生……
佛道宗教,佛道宗教,佛法,佛法,4,卷二·玉格,三校,V04-P044,佛法,佛、经、戒,老君西越流沙，历八十一国。乌弋、身毒为浮屠，化被三千国，有九万品戒经，汉所获大月支《复位经》是也。孔子为元宫仙，佛为三十三天仙。延宾官主所为道，在竺乾。有古先生……
佛道宗教,佛道宗教,道法,道法,4,卷二·玉格,三校,V04-P044,道法,道、老君,老君西越流沙，历八十一国。乌弋、身毒为浮屠，化被三千国，有九万品戒经，汉所获大月支《复位经》是也。孔子为元宫仙，佛为三十三天仙。延宾官主所为道，在竺乾。有古先生……
佛道宗教,佛道宗教,佛法,佛法,4,卷二·玉格,三校,V04-P045,佛法,佛、释、菩萨、经、戒,《释老志》亦曰佛于西域得道。陶胜力言，小方诸国多奉佛，不死，服五笙精，读《夏归藏》，用之以飞行也。藏经，菩萨戒也。
饮食医药,饮食医药,医术药理,医术药理,4,卷二·玉格,三校,V04-P046,医术药理,方,方诸山在乙地。
佛道宗教,佛道宗教,道法,道法,4,卷二·玉格,三校,V04-P047,道法,道、太极,太极真仙中，庄周为闱编郎。八十戒，千二百善，入洞天。二百三十戒，二千善，登山上灵官。万善，升玉清。白志见腹，名在琼简者；目有绿筋，名在金赤书者；陰一有伏骨，名在……
梦兆占卜,梦兆占卜,占卜预言,占卜预言,4,卷二·玉格,三校,V04-P047,占卜预言,相、星,太极真仙中，庄周为闱编郎。八十戒，千二百善，入洞天。二百三十戒，二千善，登山上灵官。万善，升玉清。白志见腹，名在琼简者；目有绿筋，名在金赤书者；陰一有伏骨，名在……
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P047,地理山水,山、洞,太极真仙中，庄周为闱编郎。八十戒，千二百善，入洞天。二百三十戒，二千善，登山上灵官。万善，升玉清。白志见腹，名在琼简者；目有绿筋，名在金赤书者；陰一有伏骨，名在……
鬼怪妖魅,鬼怪妖魅,魂魄,魂魄,4,卷二·玉格,三校,V04-P048,魂魄,魂、魄,五藏、九宫、十二室、四支、五体、三焦、九窍、百八十机关、三百六十骨节，三万六千神随其所而居之。魂以精为根，魄以目为户。三魂可拘，七魄可制。庚申日，伏尸言人过。本……
饮食医药,饮食医药,食物饮品,食物饮品,4,卷二·玉格,三校,V04-P048,食物饮品,食、饮,五藏、九宫、十二室、四支、五体、三焦、九窍、百八十机关、三百六十骨节，三万六千神随其所而居之。魂以精为根，魄以目为户。三魂可拘，七魄可制。庚申日，伏尸言人过。本……
植物,植物,果蔬,果蔬,4,卷二·玉格,三校,V04-P049,果蔬,枣、梨、麻,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
植物,植物,药草,药草,4,卷二·玉格,三校,V04-P049,药草,药、芝,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
佛道宗教,佛道宗教,道法,道法,4,卷二·玉格,三校,V04-P049,道法,太极、丹,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
饮食医药,饮食医药,医术药理,医术药理,4,卷二·玉格,三校,V04-P049,医术药理,药、丹,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,4,卷二·玉格,三校,V04-P049,祥瑞灾异,水、火,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
天文地理,天文地理,天象,天象,4,卷二·玉格,三校,V04-P049,天象,日、月、风、电、霜,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P049,地理山水,山、水、泉、井、河,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨……
植物,植物,药草,药草,4,卷二·玉格,三校,V04-P050,药草,药、芝、苓、附子,药草异号：丹山魂——雄黄、青要女——空青、灵华水几腴——薰陆香、北帝玄珠——消石、东华童子——青木香、五精金——阳起石、流丹白膏——胡粉、亭灵独生——鸡舌香、倒……
饮食医药,饮食医药,医术药理,医术药理,4,卷二·玉格,三校,V04-P050,医术药理,药、丹,药草异号：丹山魂——雄黄、青要女——空青、灵华水几腴——薰陆香、北帝玄珠——消石、东华童子——青木香、五精金——阳起石、流丹白膏——胡粉、亭灵独生——鸡舌香、倒……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,4,卷二·玉格,三校,V04-P050,祥瑞灾异,异、水,药草异号：丹山魂——雄黄、青要女——空青、灵华水几腴——薰陆香、北帝玄珠——消石、东华童子——青木香、五精金——阳起石、流丹白膏——胡粉、亭灵独生——鸡舌香、倒……
天文地理,天文地理,地理山水,地理山水,4,卷二·玉格,三校,V04-P050,地理山水,山、水,药草异号：丹山魂——雄黄、青要女——空青、灵华水几腴——薰陆香、北帝玄珠——消石、东华童子——青木香、五精金——阳起石、流丹白膏——胡粉、亭灵独生——鸡舌香、倒……
佛道宗教,佛道宗教,道法,道法,4,卷二·玉格,三校,V04-P051,道法,符,图藉有符图七千章：
